dataset,line,run_id,status,attempt,ts,attempts,duration_s
Clone1,89,resnet50_fp64_fast_BS1,running,1.0,1783200821.6006126,,
Clone1,90,resnet50_fp64_fast_BS1,done,,1783251412.861994,1.0,50590.937
Clone1,91,resnet50_fp64_fast_BS64,running,1.0,1783251412.8631713,,
Clone1,92,resnet50_fp64_fast_BS64,done,,1783298364.1364756,1.0,46950.98
Clone1,93,resnet50_fp64_medium_BS1,running,1.0,1783298364.1377528,,
Clone1,94,resnet50_fp64_medium_BS1,done,,1783324442.1367877,1.0,26077.87
Clone1,95,resnet50_fp16_medium_BS1,running,1.0,1783324442.137773,,
Clone1,96,resnet50_fp16_medium_BS1,done,,1783327064.3704107,1.0,2622.216
Clone1,97,mobilenet_v2_fp64_medium_BS64,running,1.0,1783327064.371619,,
Clone1,98,mobilenet_v2_fp64_medium_BS64,done,,1783330239.008859,1.0,3174.62
Clone1,99,mobilenet_v2_fp16_slow_BS4,running,1.0,1783330239.0095913,,
Clone1,100,mobilenet_v2_fp16_slow_BS4,done,,1783331833.3544078,1.0,1594.334
Clone1,101,resnet50_fp32_medium_BS16,running,1.0,1783331833.3548608,,
Clone1,102,resnet50_fp32_medium_BS16,done,,1783333343.8007958,1.0,1510.435
Clone1,103,mobilenet_v2_fp32_medium_BS1,running,1.0,1783333343.801772,,
Clone1,104,mobilenet_v2_fp32_medium_BS1,done,,1783335492.4469156,1.0,2148.632
Clone1,105,mobilenet_v2_fp16_slow_BS8,running,1.0,1783335492.4474375,,
Clone1,106,mobilenet_v2_fp16_slow_BS8,done,,1783336802.5935755,1.0,1310.137
Clone1,107,resnet50_fp32_fast_BS32,running,1.0,1783336802.5945113,,
Clone1,108,resnet50_fp32_fast_BS32,done,,1783338926.8217046,1.0,2124.208
Clone1,109,mobilenet_v2_fp64_slow_BS64,running,1.0,1783338926.822928,,
Clone1,110,mobilenet_v2_fp64_slow_BS64,done,,1783344771.3339212,1.0,5844.469
Clone1,111,resnet50_fp64_fast_BS128,running,1.0,1783344771.3348427,,
Clone1,112,resnet50_fp64_fast_BS128,done,,1783392776.8708417,1.0,48005.232
Clone1,113,mobilenet_v2_fp32_fast_BS128,running,1.0,1783392776.8724,,
Clone1,114,mobilenet_v2_fp32_fast_BS128,done,,1783394217.3236728,1.0,1440.423
Clone1,115,mobilenet_v2_fp16_medium_BS32,running,1.0,1783394217.3474488,,
Clone1,116,mobilenet_v2_fp16_medium_BS32,done,,1783395122.594303,1.0,905.24
Clone1,117,resnet50_fp16_slow_BS128,running,1.0,1783395122.5947464,,
Clone1,118,resnet50_fp16_slow_BS128,done,,1783396602.6197639,1.0,1480.014
Clone1,119,resnet50_fp32_medium_BS128,running,1.0,1783396602.6206872,,
Clone1,120,resnet50_fp32_medium_BS128,done,,1783398001.7680254,1.0,1399.136
Clone1,121,mobilenet_v2_fp64_fast_BS64,running,1.0,1783398001.7689786,,
Clone1,122,mobilenet_v2_fp64_fast_BS64,done,,1783401104.3224106,1.0,3102.522
Clone1,123,resnet50_fp16_fast_BS32,running,1.0,1783401104.3234303,,
Clone1,124,resnet50_fp16_fast_BS32,done,,1783402047.369663,1.0,943.042
Clone1,125,mobilenet_v2_fp16_medium_BS8,running,1.0,1783402047.3703141,,
Clone1,126,mobilenet_v2_fp16_medium_BS8,done,,1783403011.2388601,1.0,963.864
Clone1,127,resnet50_fp32_fast_BS64,running,1.0,1783403011.2392018,,
Clone1,128,resnet50_fp32_fast_BS64,done,,1783404312.4513066,1.0,1301.183
Clone1,129,mobilenet_v2_fp16_fast_BS1,running,1.0,1783404312.4621196,,
Clone1,130,mobilenet_v2_fp16_fast_BS1,done,,1783406556.0801678,1.0,2243.609
Clone1,131,resnet50_fp32_fast_BS4,running,1.0,1783406556.0806496,,
Clone1,132,resnet50_fp32_fast_BS4,done,,1783408075.3495572,1.0,1519.261
Clone1,133,resnet50_fp32_slow_BS4,running,1.0,1783408075.350417,,
Clone1,134,resnet50_fp32_slow_BS4,done,,1783410672.047402,1.0,2596.68
Clone1,135,mobilenet_v2_fp16_slow_BS16,running,1.0,1783410672.0483,,
Clone1,136,mobilenet_v2_fp16_slow_BS16,done,,1783411929.5515785,1.0,1257.494
Clone1,137,resnet50_fp16_medium_BS32,running,1.0,1783411929.5524518,,
Clone1,138,resnet50_fp16_medium_BS32,done,,1783412922.7320917,1.0,993.175
Clone1,139,mobilenet_v2_fp64_slow_BS8,running,1.0,1783412922.7327101,,
Clone1,140,mobilenet_v2_fp64_slow_BS8,done,,1783418873.441605,1.0,5950.671
Clone1,141,resnet50_fp32_slow_BS16,running,1.0,1783418873.4421911,,
Clone1,142,resnet50_fp32_slow_BS16,done,,1783421069.6731396,1.0,2196.216
Clone1,143,mobilenet_v2_fp64_medium_BS16,running,1.0,1783421069.674148,,
Clone1,144,mobilenet_v2_fp64_medium_BS16,done,,1783424055.240453,1.0,2985.554
Clone1,145,resnet50_fp64_slow_BS4,running,1.0,1783424055.2412496,,
Clone1,146,resnet50_fp64_slow_BS4,done,,1783470484.974459,1.0,46429.438
Clone1,147,mobilenet_v2_fp16_medium_BS64,running,1.0,1783470484.975716,,
Clone1,148,mobilenet_v2_fp16_medium_BS64,done,,1783471310.367538,1.0,825.388
Clone1,149,resnet50_fp64_medium_BS8,running,1.0,1783471310.3683372,,
Clone1,150,resnet50_fp64_medium_BS8,done,,1783494129.2161741,1.0,22818.762
Clone1,151,resnet50_fp16_slow_BS64,running,1.0,1783494129.2165518,,
Clone1,152,resnet50_fp16_slow_BS64,done,,1783495622.3117368,1.0,1493.079
Clone1,153,mobilenet_v2_fp32_slow_BS64,running,1.0,1783495622.3128817,,
Clone1,154,mobilenet_v2_fp32_slow_BS64,done,,1783497051.6148486,1.0,1429.292
Clone1,155,resnet50_fp16_medium_BS8,running,1.0,1783497051.6157367,,
Clone1,156,resnet50_fp16_medium_BS8,done,,1783498179.0353248,1.0,1127.415
Clone1,157,resnet50_fp16_medium_BS16,running,1.0,1783498179.0356295,,
Clone1,158,resnet50_fp16_medium_BS16,done,,1783499190.2960794,1.0,1011.256
Clone1,159,resnet50_fp32_slow_BS64,running,1.0,1783499190.2964463,,
Clone1,160,resnet50_fp32_slow_BS64,done,,1783501318.976469,1.0,2128.666
Clone1,161,resnet50_fp16_medium_BS128,running,1.0,1783501318.9775136,,
Clone1,162,resnet50_fp16_medium_BS128,done,,1783502297.0364895,1.0,978.054
Clone1,163,mobilenet_v2_fp16_fast_BS8,running,1.0,1783502297.0372946,,
Clone1,164,mobilenet_v2_fp16_fast_BS8,done,,1783503134.6612082,1.0,837.619
Clone1,165,mobilenet_v2_fp32_fast_BS32,running,1.0,1783503134.6615403,,
Clone1,166,mobilenet_v2_fp32_fast_BS32,done,,1783504031.161053,1.0,896.494
Clone1,167,resnet50_fp16_fast_BS16,running,1.0,1783504031.1616602,,
Clone1,168,resnet50_fp16_fast_BS16,done,,1783504988.2577527,1.0,957.09
Clone1,169,mobilenet_v2_fp16_fast_BS4,running,1.0,1783504988.2585804,,
Clone1,170,mobilenet_v2_fp16_fast_BS4,done,,1783506040.1297016,1.0,1051.866
Clone1,171,resnet50_fp64_slow_BS64,running,1.0,1783506040.13031,,
Clone1,172,resnet50_fp64_slow_BS64,done,,1783553003.76833,1.0,46963.337
Clone1,173,resnet50_fp64_fast_BS4,running,1.0,1783553003.770039,,
Clone1,174,resnet50_fp64_fast_BS4,done,,1783599452.8345385,1.0,46448.781
Clone1,175,resnet50_fp16_medium_BS4,running,1.0,1783599452.8356063,,
Clone1,176,resnet50_fp16_medium_BS4,done,,1783600760.58833,1.0,1307.744
Clone1,177,mobilenet_v2_fp16_fast_BS64,running,1.0,1783600760.5886705,,
Clone1,178,mobilenet_v2_fp16_fast_BS64,done,,1783601555.381878,1.0,794.789
Clone1,179,resnet50_fp64_slow_BS128,running,1.0,1783601555.38292,,
Clone1,180,resnet50_fp64_slow_BS128,done,,1783651032.4677756,1.0,49476.763
Clone1,181,resnet50_fp16_slow_BS1,running,1.0,1783651032.4692044,,
Clone1,182,resnet50_fp16_slow_BS1,done,,1783654759.6948028,1.0,3727.202
Clone1,183,mobilenet_v2_fp64_fast_BS8,running,1.0,1783654759.6958685,,
Clone1,184,mobilenet_v2_fp64_fast_BS8,done,,1783660732.2292619,1.0,5972.496
Clone1,185,mobilenet_v2_fp16_fast_BS128,running,1.0,1783660732.2306325,,
Clone1,186,mobilenet_v2_fp16_fast_BS128,done,,1783661962.396793,1.0,1230.156
Clone1,187,resnet50_fp64_medium_BS4,running,1.0,1783661962.397647,,
Clone1,188,resnet50_fp64_medium_BS4,done,,1783685765.7040124,1.0,23803.2
Clone1,189,mobilenet_v2_fp64_fast_BS1,running,1.0,1783685765.7049623,,
Clone1,190,mobilenet_v2_fp64_fast_BS1,done,,1783688758.958353,1.0,2993.24
Clone1,191,resnet50_fp32_medium_BS32,running,1.0,1783688758.9590855,,
Clone1,192,resnet50_fp32_medium_BS32,done,,1783690085.1170516,1.0,1326.152
Clone1,193,mobilenet_v2_fp32_fast_BS4,running,1.0,1783690085.1179938,,
Clone1,194,mobilenet_v2_fp32_fast_BS4,done,,1783691073.3624923,1.0,988.239
Clone1,195,resnet50_fp16_fast_BS64,running,1.0,1783691073.3631463,,
Clone1,196,resnet50_fp16_fast_BS64,done,,1783692027.294532,1.0,953.925
Clone1,197,mobilenet_v2_fp64_medium_BS128,running,1.0,1783692027.2951741,,
Clone1,198,mobilenet_v2_fp64_medium_BS128,done,,1783695342.5943148,1.0,3315.237
Clone1,199,resnet50_fp32_fast_BS1,running,1.0,1783695342.6016576,,
Clone1,200,resnet50_fp32_fast_BS1,done,,1783697442.7510786,1.0,2100.128
Clone1,201,mobilenet_v2_fp16_slow_BS32,running,1.0,1783697442.761864,,
Clone1,202,mobilenet_v2_fp16_slow_BS32,done,,1783698678.9682515,1.0,1236.198
Clone1,203,mobilenet_v2_fp32_medium_BS4,running,1.0,1783698678.968719,,
Clone1,204,mobilenet_v2_fp32_medium_BS4,done,,1783699887.9858034,1.0,1209.011
Clone1,205,mobilenet_v2_fp16_fast_BS16,running,1.0,1783699887.986441,,
Clone1,206,mobilenet_v2_fp16_fast_BS16,done,,1783700677.5662694,1.0,789.576
Clone1,207,mobilenet_v2_fp64_medium_BS1,running,1.0,1783700677.5666196,,
Clone1,208,mobilenet_v2_fp64_medium_BS1,done,,1783703680.6801527,1.0,3003.101
Clone1,209,mobilenet_v2_fp16_medium_BS4,running,1.0,1783703680.6807992,,
Clone1,210,mobilenet_v2_fp16_medium_BS4,done,,1783704756.787292,1.0,1076.101
Clone1,211,mobilenet_v2_fp32_slow_BS4,running,1.0,1783704756.7879813,,
Clone1,212,mobilenet_v2_fp32_slow_BS4,done,,1783706373.5448728,1.0,1616.746
Clone1,213,mobilenet_v2_fp16_slow_BS128,running,1.0,1783706373.5453553,,
Clone1,214,mobilenet_v2_fp16_slow_BS128,done,,1783707610.1823938,1.0,1236.628
Clone1,215,mobilenet_v2_fp32_fast_BS1,running,1.0,1783707610.1832848,,
Clone1,216,mobilenet_v2_fp32_fast_BS1,done,,1783710616.1443963,1.0,3005.942
Clone1,217,mobilenet_v2_fp64_fast_BS32,running,1.0,1783710616.1449227,,
Clone1,218,mobilenet_v2_fp64_fast_BS32,done,,1783715970.937053,1.0,5354.759
Clone1,219,resnet50_fp16_slow_BS32,running,1.0,1783715970.9381886,,
Clone1,220,resnet50_fp16_slow_BS32,done,,1783717426.0891478,1.0,1455.141
Clone1,221,resnet50_fp32_medium_BS64,running,1.0,1783717426.0898018,,
Clone1,222,resnet50_fp32_medium_BS64,done,,1783718794.0350862,1.0,1367.934
Clone1,223,mobilenet_v2_fp32_medium_BS64,running,1.0,1783718794.0363417,,
Clone1,224,mobilenet_v2_fp32_medium_BS64,done,,1783719786.0014856,1.0,991.955
Clone1,225,resnet50_fp32_slow_BS32,running,1.0,1783719786.002395,,
Clone1,226,resnet50_fp32_slow_BS32,done,,1783721927.863473,1.0,2141.847
Clone1,227,mobilenet_v2_fp16_medium_BS128,running,1.0,1783721927.8639135,,
Clone1,228,mobilenet_v2_fp16_medium_BS128,done,,1783722781.7399538,1.0,853.87
Clone1,229,mobilenet_v2_fp32_fast_BS64,running,1.0,1783722781.7412636,,
Clone1,230,mobilenet_v2_fp32_fast_BS64,done,,1783723680.9195826,1.0,899.174
Clone1,231,resnet50_fp16_fast_BS8,running,1.0,1783723680.9199505,,
Clone1,232,resnet50_fp16_fast_BS8,done,,1783724661.818488,1.0,980.894
Clone1,233,resnet50_fp32_slow_BS128,running,1.0,1783724661.819095,,
Clone1,234,resnet50_fp32_slow_BS128,done,,1783726866.132616,1.0,2204.299
Clone1,235,mobilenet_v2_fp64_fast_BS16,running,1.0,1783726866.1330512,,
Clone1,236,mobilenet_v2_fp64_fast_BS16,done,,1783732481.5182962,1.0,5615.341
Clone1,237,resnet50_fp64_slow_BS16,running,1.0,1783732481.5194592,,
Clone1,238,resnet50_fp64_slow_BS16,done,,1783774986.3335905,1.0,42504.541
Clone1,239,mobilenet_v2_fp32_slow_BS1,running,1.0,1783774986.3348384,,
Clone1,240,mobilenet_v2_fp32_slow_BS1,done,,1783778026.3391237,1.0,3039.983
Clone1,241,mobilenet_v2_fp32_slow_BS16,running,1.0,1783778026.3399417,,
Clone1,242,mobilenet_v2_fp32_slow_BS16,done,,1783779482.8467536,1.0,1456.495
Clone1,243,mobilenet_v2_fp64_slow_BS1,running,1.0,1783779482.8484464,,
Clone1,244,mobilenet_v2_fp64_slow_BS1,done,,1783785189.4462957,1.0,5706.562
Clone1,245,resnet50_fp32_fast_BS16,running,1.0,1783785189.4469368,,
Clone1,246,resnet50_fp32_fast_BS16,done,,1783787360.1483016,1.0,2170.685
Clone1,247,resnet50_fp16_slow_BS16,running,1.0,1783787360.1499624,,
Clone1,248,resnet50_fp16_slow_BS16,done,,1783788885.971972,1.0,1525.812
Clone1,249,resnet50_fp64_slow_BS1,running,1.0,1783788885.97255,,
Clone1,250,resnet50_fp64_slow_BS1,done,,1783839416.013735,1.0,50529.722
Clone1,251,mobilenet_v2_fp64_medium_BS32,running,1.0,1783839416.016163,,
Clone1,252,mobilenet_v2_fp64_medium_BS32,done,,1783842383.152764,1.0,2967.082
Clone2,1,resnet50_fp16_medium_BS4,running,1.0,1782929581.2566233,,
Clone2,2,resnet50_fp16_medium_BS4,done,,1782930909.7992923,1.0,1328.531
Clone2,3,resnet50_fp64_fast_BS128,running,1.0,1782930909.8005133,,
Clone2,4,resnet50_fp64_fast_BS128,done,,1782954932.2610824,1.0,24022.365
Clone2,5,mobilenet_v2_fp16_slow_BS1,running,1.0,1782954932.2620225,,
Clone2,6,mobilenet_v2_fp16_slow_BS1,done,,1782958364.09966,1.0,3431.816
Clone2,7,mobilenet_v2_fp16_fast_BS32,running,1.0,1782958364.1002014,,
Clone2,8,mobilenet_v2_fp16_fast_BS32,done,,1782959541.0535498,1.0,1176.945
Clone2,9,resnet50_fp64_slow_BS8,running,1.0,1782959541.054513,,
Clone2,10,resnet50_fp64_slow_BS8,done,,1783004620.0642133,1.0,45078.738
Clone2,11,mobilenet_v2_fp32_slow_BS32,running,1.0,1783004620.0649855,,
Clone2,12,mobilenet_v2_fp32_slow_BS32,done,,1783006017.316215,1.0,1397.24
Clone2,13,mobilenet_v2_fp16_fast_BS4,running,1.0,1783006017.3173053,,
Clone2,14,mobilenet_v2_fp16_fast_BS4,done,,1783007599.7606013,1.0,1582.433
Clone2,15,resnet50_fp16_slow_BS16,running,1.0,1783007599.7610805,,
Clone2,16,resnet50_fp16_slow_BS16,done,,1783009132.088022,1.0,1532.314
Clone2,17,resnet50_fp32_fast_BS1,running,1.0,1783009132.089275,,
Clone2,18,resnet50_fp32_fast_BS1,done,,1783012391.0377529,1.0,3258.927
Clone2,19,resnet50_fp32_fast_BS128,running,1.0,1783012391.0387535,,
Clone2,20,resnet50_fp32_fast_BS128,done,,1783014588.7546577,1.0,2197.7
Clone2,21,resnet50_fp64_slow_BS4,running,1.0,1783014588.7556918,,
Clone2,22,resnet50_fp64_slow_BS4,done,,1783061022.6359105,1.0,46433.587
Clone2,23,mobilenet_v2_fp64_medium_BS128,running,1.0,1783061022.6370807,,
Clone2,24,mobilenet_v2_fp64_medium_BS128,done,,1783064485.894675,1.0,3463.234
Clone2,25,mobilenet_v2_fp16_fast_BS128,running,1.0,1783064485.896175,,
Clone2,26,mobilenet_v2_fp16_fast_BS128,done,,1783065295.2647538,1.0,809.364
Clone2,27,resnet50_fp64_slow_BS64,running,1.0,1783065295.265593,,
Clone2,28,resnet50_fp64_slow_BS64,done,,1783112251.8288128,1.0,46956.262
Clone2,29,resnet50_fp32_fast_BS64,running,1.0,1783112251.8344424,,
Clone2,30,resnet50_fp32_fast_BS64,done,,1783114386.8113325,1.0,2134.961
Clone2,31,resnet50_fp32_medium_BS8,running,1.0,1783114386.8124678,,
Clone2,32,resnet50_fp32_medium_BS8,done,,1783116071.4818654,1.0,1684.661
Clone2,33,resnet50_fp64_slow_BS32,running,1.0,1783116071.4823132,,
Clone2,34,resnet50_fp64_slow_BS32,done,,1783161624.8584905,1.0,45553.095
Clone2,35,mobilenet_v2_fp16_medium_BS4,running,1.0,1783161624.859504,,
Clone2,36,mobilenet_v2_fp16_medium_BS4,done,,1783162711.1583786,1.0,1086.291
Clone2,37,mobilenet_v2_fp16_medium_BS1,running,1.0,1783162711.1589563,,
Clone2,38,mobilenet_v2_fp16_medium_BS1,done,,1783165056.8916893,1.0,2345.718
Clone2,39,mobilenet_v2_fp64_fast_BS32,running,1.0,1783165056.8921344,,
Clone2,40,mobilenet_v2_fp64_fast_BS32,done,,1783167918.8616345,1.0,2861.958
Clone2,41,mobilenet_v2_fp64_fast_BS64,running,1.0,1783167918.8622806,,
Clone2,42,mobilenet_v2_fp64_fast_BS64,done,,1783171031.1691241,1.0,3112.294
Clone2,43,resnet50_fp32_slow_BS4,running,1.0,1783171031.1699355,,
Clone2,44,resnet50_fp32_slow_BS4,done,,1783173631.4634883,1.0,2600.277
Clone2,45,mobilenet_v2_fp64_medium_BS4,running,1.0,1783173631.4640548,,
Clone2,46,mobilenet_v2_fp64_medium_BS4,done,,1783176946.315934,1.0,3314.839
Clone2,47,mobilenet_v2_fp16_slow_BS8,running,1.0,1783176946.3166409,,
Clone2,48,mobilenet_v2_fp16_slow_BS8,done,,1783178241.7237635,1.0,1295.398
Clone2,49,resnet50_fp32_slow_BS128,running,1.0,1783178241.7242224,,
Clone2,50,resnet50_fp32_slow_BS128,done,,1783180438.5154865,1.0,2196.775
Clone2,51,mobilenet_v2_fp32_fast_BS128,running,1.0,1783180438.516534,,
Clone2,52,mobilenet_v2_fp32_fast_BS128,done,,1783181873.310028,1.0,1434.783
Clone2,53,resnet50_fp32_medium_BS64,running,1.0,1783181873.310902,,
Clone2,54,resnet50_fp32_medium_BS64,done,,1783183258.6144001,1.0,1385.292
Clone2,55,mobilenet_v2_fp64_fast_BS16,running,1.0,1783183258.6154165,,
Clone2,56,mobilenet_v2_fp64_fast_BS16,done,,1783186265.6114812,1.0,3006.982
Clone2,57,resnet50_fp64_fast_BS16,running,1.0,1783186265.6123133,,
Clone2,58,resnet50_fp64_fast_BS16,done,,1783207889.828748,1.0,21624.129
Clone2,59,mobilenet_v2_fp32_fast_BS32,running,1.0,1783207889.8295856,,
Clone2,60,mobilenet_v2_fp32_fast_BS32,done,,1783208777.6992695,1.0,887.866
Clone2,61,resnet50_fp64_fast_BS4,running,1.0,1783208777.6996284,,
Clone2,62,resnet50_fp64_fast_BS4,done,,1783232421.4082522,1.0,23643.609
Clone2,63,resnet50_fp64_fast_BS1,running,1.0,1783232421.4091222,,
Clone2,64,resnet50_fp64_fast_BS1,done,,1783258267.5751135,1.0,25846.062
Clone2,65,resnet50_fp16_slow_BS1,running,1.0,1783258267.576093,,
Clone2,66,resnet50_fp16_slow_BS1,done,,1783261843.1772141,1.0,3575.578
Clone2,67,mobilenet_v2_fp16_slow_BS128,running,1.0,1783261843.1777146,,
Clone2,68,mobilenet_v2_fp16_slow_BS128,done,,1783263074.0867734,1.0,1230.9
Clone2,69,mobilenet_v2_fp64_slow_BS64,running,1.0,1783263074.08943,,
Clone2,70,mobilenet_v2_fp64_slow_BS64,done,,1783268918.231711,1.0,5844.105
Clone2,71,mobilenet_v2_fp64_fast_BS1,running,1.0,1783268918.2328513,,
Clone2,72,mobilenet_v2_fp64_fast_BS1,done,,1783274697.5023654,1.0,5779.234
Clone2,73,resnet50_fp16_fast_BS1,running,1.0,1783274697.5029778,,
Clone2,74,resnet50_fp16_fast_BS1,done,,1783278641.0036027,1.0,3943.475
Clone2,75,resnet50_fp16_fast_BS32,running,1.0,1783278641.004717,,
Clone2,76,resnet50_fp16_fast_BS32,done,,1783280261.4309447,1.0,1620.41
Clone2,77,mobilenet_v2_fp16_medium_BS128,running,1.0,1783280261.432417,,
Clone2,78,mobilenet_v2_fp16_medium_BS128,done,,1783281118.6391888,1.0,857.202
Clone2,79,mobilenet_v2_fp64_slow_BS8,running,1.0,1783281118.6401632,,
Clone2,80,mobilenet_v2_fp64_slow_BS8,done,,1783287081.0787983,1.0,5962.396
Clone2,81,resnet50_fp32_fast_BS16,running,1.0,1783287081.07944,,
Clone2,82,resnet50_fp32_fast_BS16,done,,1783289248.4179983,1.0,2167.323
Clone2,83,resnet50_fp16_slow_BS8,running,1.0,1783289248.4191515,,
Clone2,84,resnet50_fp16_slow_BS8,done,,1783290910.197484,1.0,1661.767
Clone2,85,mobilenet_v2_fp64_fast_BS128,running,1.0,1783290910.1985095,,
Clone2,86,mobilenet_v2_fp64_fast_BS128,done,,1783298610.5791378,1.0,7700.326
Clone2,87,resnet50_fp16_fast_BS64,running,1.0,1783298610.5804787,,
Clone2,88,resnet50_fp16_fast_BS64,done,,1783300096.397319,1.0,1485.806
Clone2,89,mobilenet_v2_fp64_fast_BS8,running,1.0,1783300096.3981452,,
Clone2,90,mobilenet_v2_fp64_fast_BS8,done,,1783306069.1116493,1.0,5972.675
Clone2,91,mobilenet_v2_fp32_slow_BS64,running,1.0,1783306069.1125956,,
Clone2,92,mobilenet_v2_fp32_slow_BS64,done,,1783307496.1067162,1.0,1426.985
Clone2,93,mobilenet_v2_fp64_medium_BS16,running,1.0,1783307496.1072137,,
Clone2,94,mobilenet_v2_fp64_medium_BS16,done,,1783310620.7721508,1.0,3124.644
Clone2,95,resnet50_fp16_slow_BS128,running,1.0,1783310620.7732892,,
Clone2,96,resnet50_fp16_slow_BS128,done,,1783312105.438264,1.0,1484.65
Clone2,97,mobilenet_v2_fp32_medium_BS8,running,1.0,1783312105.4394674,,
Clone2,98,mobilenet_v2_fp32_medium_BS8,done,,1783313343.8377366,1.0,1238.389
Clone2,99,mobilenet_v2_fp16_slow_BS32,running,1.0,1783313343.8383105,,
Clone2,100,mobilenet_v2_fp16_slow_BS32,done,,1783314562.9826736,1.0,1219.134
Clone2,101,mobilenet_v2_fp32_medium_BS16,running,1.0,1783314562.9838955,,
Clone2,102,mobilenet_v2_fp32_medium_BS16,done,,1783315672.2291577,1.0,1109.236
Clone2,103,mobilenet_v2_fp64_slow_BS1,running,1.0,1783315672.2308633,,
Clone2,104,mobilenet_v2_fp64_slow_BS1,done,,1783321397.614215,1.0,5725.348
Clone2,105,mobilenet_v2_fp32_medium_BS4,running,1.0,1783321397.6149337,,
Clone2,106,mobilenet_v2_fp32_medium_BS4,done,,1783322650.1936967,1.0,1252.572
Clone2,107,mobilenet_v2_fp64_slow_BS128,running,1.0,1783322650.1994917,,
Clone2,108,mobilenet_v2_fp64_slow_BS128,done,,1783329611.4826555,1.0,6961.234
Clone2,109,resnet50_fp64_fast_BS8,running,1.0,1783329611.4839237,,
Clone2,110,resnet50_fp64_fast_BS8,done,,1783374735.676956,1.0,45123.906
Clone2,111,resnet50_fp64_fast_BS64,running,1.0,1783374735.6780002,,
Clone2,112,resnet50_fp64_fast_BS64,done,,1783421684.5293372,1.0,46948.553
Clone2,113,resnet50_fp64_slow_BS128,running,1.0,1783421684.5312185,,
Clone2,114,resnet50_fp64_slow_BS128,done,,1783468945.3097744,1.0,47260.42
Clone2,115,resnet50_fp16_fast_BS8,running,1.0,1783468945.3166494,,
Clone2,116,resnet50_fp16_fast_BS8,done,,1783470538.5434282,1.0,1593.216
Clone2,117,resnet50_fp32_slow_BS1,running,1.0,1783470538.5440955,,
Clone2,118,resnet50_fp32_slow_BS1,done,,1783473759.9194307,1.0,3221.354
Clone2,119,resnet50_fp32_medium_BS1,running,1.0,1783473759.9205692,,
Clone2,120,resnet50_fp32_medium_BS1,done,,1783476018.9642868,1.0,2259.029
Clone2,121,resnet50_fp32_medium_BS16,running,1.0,1783476018.964969,,
Clone2,122,resnet50_fp32_medium_BS16,done,,1783477542.0931711,1.0,1523.114
Clone2,123,mobilenet_v2_fp32_slow_BS16,running,1.0,1783477542.0980017,,
Clone2,124,mobilenet_v2_fp32_slow_BS16,done,,1783478997.6099527,1.0,1455.498
Clone2,125,resnet50_fp32_fast_BS8,running,1.0,1783478997.6111894,,
Clone2,126,resnet50_fp32_fast_BS8,done,,1783481305.3967297,1.0,2307.768
Clone2,127,mobilenet_v2_fp64_fast_BS4,running,1.0,1783481305.397972,,
Clone2,128,mobilenet_v2_fp64_fast_BS4,done,,1783487458.8084252,1.0,6153.37
Clone2,129,resnet50_fp16_medium_BS64,running,1.0,1783487458.8096154,,
Clone2,130,resnet50_fp16_medium_BS64,done,,1783488492.5731454,1.0,1033.733
Clone2,131,mobilenet_v2_fp32_medium_BS128,running,1.0,1783488492.5742362,,
Clone2,132,mobilenet_v2_fp32_medium_BS128,done,,1783489471.3920395,1.0,978.812
Clone2,133,mobilenet_v2_fp16_fast_BS1,running,1.0,1783489471.3928823,,
Clone2,134,mobilenet_v2_fp16_fast_BS1,done,,1783491694.157435,1.0,2222.755
Clone2,135,mobilenet_v2_fp64_slow_BS4,running,1.0,1783491694.1578147,,
Clone2,136,mobilenet_v2_fp64_slow_BS4,done,,1783497840.3318667,1.0,6146.133
Clone2,137,resnet50_fp16_slow_BS64,running,1.0,1783497840.3328006,,
Clone2,138,resnet50_fp16_slow_BS64,done,,1783499330.095786,1.0,1489.747
Clone2,139,mobilenet_v2_fp32_fast_BS8,running,1.0,1783499330.0968778,,
Clone2,140,mobilenet_v2_fp32_fast_BS8,done,,1783500742.9958916,1.0,1412.889
Clone2,141,resnet50_fp32_slow_BS8,running,1.0,1783500742.996737,,
Clone2,142,resnet50_fp32_slow_BS8,done,,1783503014.8802717,1.0,2271.869
Clone2,143,mobilenet_v2_fp16_fast_BS64,running,1.0,1783503014.8809805,,
Clone2,144,mobilenet_v2_fp16_fast_BS64,done,,1783504223.4159796,1.0,1208.526
Clone2,145,resnet50_fp64_medium_BS32,running,1.0,1783504223.42162,,
Clone2,146,resnet50_fp64_medium_BS32,done,,1783527486.3909206,1.0,23262.861
Clone2,147,resnet50_fp16_slow_BS4,running,1.0,1783527486.3918285,,
Clone2,148,resnet50_fp16_slow_BS4,done,,1783529284.659548,1.0,1798.256
Clone2,149,resnet50_fp16_fast_BS16,running,1.0,1783529284.6600058,,
Clone2,150,resnet50_fp16_fast_BS16,done,,1783530757.1785054,1.0,1472.508
Clone2,151,resnet50_fp64_medium_BS16,running,1.0,1783530757.1791544,,
Clone2,152,resnet50_fp64_medium_BS16,done,,1783552488.1514542,1.0,21730.868
Clone2,153,resnet50_fp32_slow_BS64,running,1.0,1783552488.1527646,,
Clone2,154,resnet50_fp32_slow_BS64,done,,1783554626.9684067,1.0,2138.801
Clone2,155,resnet50_fp16_medium_BS8,running,1.0,1783554626.9695098,,
Clone2,156,resnet50_fp16_medium_BS8,done,,1783555840.374397,1.0,1213.399
