dataset,prefix,model,precision,profile,batch,meta_duration_s,log_wall_span_s,state_runner_duration_s,state_to_meta_duration_ratio,state_to_log_wall_span_ratio,log_to_meta_duration_ratio
fixed_2026-03,resnet50_fp64_fast_BS32,resnet50,fp64,fast,32,22398.01036943996,23109.0,23113.08,1.0319255870840962,1.0001765545891212,1.0317434280470787
fixed_2026-03,resnet50_fp64_fast_BS64,resnet50,fp64,fast,64,22419.182798144,23828.0,23831.86,1.0630119846283135,1.0001619942924291,1.0628398106452226
fixed_2026-03,resnet50_fp64_medium_BS128,resnet50,fp64,medium,128,21598.414049760002,24269.0,24273.382,1.123850202337876,1.0001805595615807,1.1236473170709342
fixed_2026-03,resnet50_fp64_medium_BS32,resnet50,fp64,medium,32,22512.11967248001,23226.0,23230.46,1.0319090489021399,1.0001920261775596,1.0317109333952534
fixed_2026-03,resnet50_fp64_medium_BS64,resnet50,fp64,medium,64,22530.091780575982,23942.0,23945.932,1.0628421860511312,1.0001642302230391,1.062667663903672
fixed_2026-03,resnet50_fp64_slow_BS128,resnet50,fp64,slow,128,42044.84334822399,47318.0,47325.018,1.1255843578258697,1.000148315651549,1.1254174408048723
fixed_2026-03,resnet50_fp64_slow_BS32,resnet50,fp64,slow,32,44198.416271616,45603.0,45609.315,1.03192192950339,1.0001384777317281,1.0317790510807514
fixed_2026-03,resnet50_fp64_slow_BS64,resnet50,fp64,slow,64,44226.701279712,47017.0,47022.31,1.0632108802916853,1.000112937873535,1.06309081707543
random_2026-03,mobilenet_v2_fp16_fast_BS128,mobilenet_v2,fp16,fast,128,1181.806966759992,1234.0,1236.535,1.0463087752732148,1.002054294975689,1.044163754917691
random_2026-03,mobilenet_v2_fp16_fast_BS32,mobilenet_v2,fp16,fast,32,738.5713665730145,756.0,758.868,1.0274809373143754,1.003793650793651,1.0235977648414054
random_2026-03,mobilenet_v2_fp16_fast_BS64,mobilenet_v2,fp16,fast,64,752.9379953620082,774.0,776.978,1.031928266053878,1.0038475452196383,1.0279730930936288
random_2026-03,mobilenet_v2_fp16_medium_BS128,mobilenet_v2,fp16,medium,128,809.7310180519999,840.0,843.32,1.0414816540297622,1.003952380952381,1.0373815270419298
random_2026-03,mobilenet_v2_fp16_medium_BS32,mobilenet_v2,fp16,medium,32,802.3698849240027,822.0,824.131,1.027121051630768,1.0025924574209246,1.0244651693001372
random_2026-03,mobilenet_v2_fp16_medium_BS64,mobilenet_v2,fp16,medium,64,827.7826001570211,851.0,854.4,1.0321550608069436,1.0039952996474735,1.0280477021848187
random_2026-03,mobilenet_v2_fp16_slow_BS128,mobilenet_v2,fp16,slow,128,1182.8883073519974,1232.0,1234.646,1.0437553506331185,1.0021477272727273,1.0415184530464618
random_2026-03,mobilenet_v2_fp16_slow_BS32,mobilenet_v2,fp16,slow,32,1195.9883655149897,1220.0,1222.925,1.022522488731244,1.0023975409836066,1.0200768127662103
random_2026-03,mobilenet_v2_fp16_slow_BS64,mobilenet_v2,fp16,slow,64,1200.7611819139565,1237.0,1239.753,1.032472583785472,1.0022255456750202,1.0301798714281223
random_2026-03,mobilenet_v2_fp32_fast_BS128,mobilenet_v2,fp32,fast,128,818.288870964001,861.0,864.619,1.0566183051975506,1.0042032520325204,1.052195661644136
random_2026-03,mobilenet_v2_fp32_fast_BS32,mobilenet_v2,fp32,fast,32,1350.3476638089996,1381.0,1384.504,1.0252944757164637,1.0025372918175235,1.0226995884189836
random_2026-03,mobilenet_v2_fp32_fast_BS64,mobilenet_v2,fp32,fast,64,865.2320538309868,901.0,904.053,1.0448676698893964,1.0033884572697003,1.0413391367213494
random_2026-03,mobilenet_v2_fp32_medium_BS128,mobilenet_v2,fp32,medium,128,894.2999955390114,936.0,939.877,1.050963887608563,1.004142094017094,1.0466286533255043
random_2026-03,mobilenet_v2_fp32_medium_BS32,mobilenet_v2,fp32,medium,32,974.4555613389966,994.0,997.494,1.0236423697242245,1.0035150905432595,1.0200567777910234
random_2026-03,mobilenet_v2_fp32_medium_BS64,mobilenet_v2,fp32,medium,64,862.5520280290002,892.0,895.382,1.0380614396629717,1.0037914798206278,1.0341405167619753
random_2026-03,mobilenet_v2_fp32_slow_BS128,mobilenet_v2,fp32,slow,128,1361.7599804080091,1430.0,1434.14,1.053151818700315,1.002895104895105,1.050111635364365
random_2026-03,mobilenet_v2_fp32_slow_BS32,mobilenet_v2,fp32,slow,32,1364.8975054240145,1395.0,1398.123,1.0243428495135711,1.0022387096774195,1.0220547656189276
random_2026-03,mobilenet_v2_fp32_slow_BS64,mobilenet_v2,fp32,slow,64,1386.9424334429996,1432.0,1436.282,1.0355743435107958,1.0029902234636872,1.0324869767270353
random_2026-03,mobilenet_v2_fp64_fast_BS128,mobilenet_v2,fp64,fast,128,5533.956185118994,6140.0,6144.915,1.1104018164299703,1.0008004885993484,1.109513663391604
random_2026-03,mobilenet_v2_fp64_fast_BS32,mobilenet_v2,fp64,fast,32,2200.3879876339997,2271.0,2273.53,1.0332405070274209,1.0011140466754735,1.0320907098033774
random_2026-03,mobilenet_v2_fp64_fast_BS64,mobilenet_v2,fp64,fast,64,5523.779787351028,5833.0,5837.729,1.0568359392906808,1.000810732041831,1.0559798226129613
random_2026-03,mobilenet_v2_fp64_medium_BS128,mobilenet_v2,fp64,medium,128,3012.240836819983,3330.0,3334.644,1.107031004705579,1.0013945945945946,1.1054892953099575
random_2026-03,mobilenet_v2_fp64_medium_BS32,mobilenet_v2,fp64,medium,32,2872.510325389012,2955.0,2958.183,1.0298250188532867,1.001077157360406,1.0287169288416107
random_2026-03,mobilenet_v2_fp64_medium_BS64,mobilenet_v2,fp64,medium,64,3018.585734046006,3188.0,3191.459,1.0572696226594434,1.0010850062735257,1.0561237217956758
random_2026-03,mobilenet_v2_fp64_slow_BS128,mobilenet_v2,fp64,slow,128,5610.197114065988,6221.0,6225.998,1.1097645721555958,1.0008034078122487,1.1088736943667443
random_2026-03,mobilenet_v2_fp64_slow_BS32,mobilenet_v2,fp64,slow,32,5214.139624147996,5368.0,5371.033,1.0300899836140542,1.0005650149031298,1.0295082960838713
random_2026-03,mobilenet_v2_fp64_slow_BS64,mobilenet_v2,fp64,slow,64,5528.632734312001,5838.0,5842.068,1.0566930886442765,1.0006968139773895,1.0559572828500603
random_2026-03,resnet50_fp16_fast_BS128,resnet50,fp16,fast,128,707.1652770000001,754.0,757.918,1.0717692520414857,1.0051962864721486,1.0662288216393858
random_2026-03,resnet50_fp16_fast_BS32,resnet50,fp16,fast,32,844.7450985980004,868.0,870.741,1.0307736634934541,1.0031578341013825,1.0275288977001407
random_2026-03,resnet50_fp16_fast_BS64,resnet50,fp16,fast,64,1421.6445064370055,1471.0,1474.106,1.0369019774813297,1.0021114887831408,1.03471718375411
random_2026-03,resnet50_fp16_medium_BS128,resnet50,fp16,medium,128,860.7381008809998,906.0,909.191,1.0562922671477035,1.0035220750551876,1.0525849838326813
random_2026-03,resnet50_fp16_medium_BS32,resnet50,fp16,medium,32,1007.1953656489932,1030.0,1033.374,1.0259916151760076,1.0032757281553397,1.0226417189045667
random_2026-03,resnet50_fp16_medium_BS64,resnet50,fp16,medium,64,962.0674581930216,994.0,997.743,1.037082162485763,1.0037655935613683,1.033191582913484
random_2026-03,resnet50_fp16_slow_BS128,resnet50,fp16,slow,128,1409.408879968978,1486.0,1488.958,1.0564414778149922,1.0019905787348586,1.0543427256061475
random_2026-03,resnet50_fp16_slow_BS32,resnet50,fp16,slow,32,1420.4277686050045,1457.0,1460.551,1.0282472873889252,1.0024371997254633,1.0257473362625915
random_2026-03,resnet50_fp16_slow_BS64,resnet50,fp16,slow,64,1428.3136172490194,1479.0,1481.922,1.0375326413636188,1.0019756592292088,1.0354868721678956
random_2026-03,resnet50_fp32_fast_BS128,resnet50,fp32,fast,128,2036.3543244159955,2196.0,2198.483,1.0796171244071198,1.0011306921675776,1.0783977884741591
random_2026-03,resnet50_fp32_fast_BS32,resnet50,fp32,fast,32,2063.023434206989,2120.0,2123.262,1.0291991670061502,1.0015386792452832,1.0276179925289664
random_2026-03,resnet50_fp32_fast_BS64,resnet50,fp32,fast,64,2030.3141814659757,2118.0,2121.746,1.0450333349235668,1.0017686496694995,1.0431883002810487
random_2026-03,resnet50_fp32_medium_BS128,resnet50,fp32,medium,128,1181.7660273399997,1269.0,1273.07,1.0772606172014552,1.0032072498029945,1.0738166190615182
random_2026-03,resnet50_fp32_medium_BS32,resnet50,fp32,medium,32,1323.1907221529982,1360.0,1363.431,1.0304115477635196,1.002522794117647,1.027818573113261
random_2026-03,resnet50_fp32_medium_BS64,resnet50,fp32,medium,64,1262.477333197996,1312.0,1316.277,1.0426143625610478,1.0032599085365854,1.0392265789648338
random_2026-03,resnet50_fp32_slow_BS128,resnet50,fp32,slow,128,2038.4595013220096,2200.0,2202.898,1.080668023363401,1.0013172727272728,1.0792463615653025
random_2026-03,resnet50_fp32_slow_BS32,resnet50,fp32,slow,32,2088.0678198340465,2150.0,2153.595,1.0313817298190828,1.0016720930232557,1.029660042445784
random_2026-03,resnet50_fp32_slow_BS64,resnet50,fp32,slow,64,2042.2241604500014,2129.0,2132.888,1.0443946562310873,1.0018262094880226,1.0424908495504615
random_2026-03,resnet50_fp64_fast_BS128,resnet50,fp64,fast,128,42301.945166825,47571.0,47577.646,1.1247153248478141,1.000139706964327,1.1245582162332153
random_2026-03,resnet50_fp64_fast_BS32,resnet50,fp64,fast,32,44135.81007540203,45542.0,45547.671,1.0319890112402137,1.0001245224188662,1.0318605214721475
random_2026-03,resnet50_fp64_fast_BS64,resnet50,fp64,fast,64,44171.507465473,46954.0,46959.384,1.0631148152846304,1.0001146654172168,1.0629929267571852
random_2026-03,resnet50_fp64_medium_BS128,resnet50,fp64,medium,128,24217.59289258998,26879.0,26884.145,1.1101080573629563,1.0001914133710332,1.1098956085030378
random_2026-03,resnet50_fp64_medium_BS32,resnet50,fp64,medium,32,22437.483577257022,23151.0,23154.111,1.0319388500174487,1.0001343786445511,1.0318001981053797
random_2026-03,resnet50_fp64_medium_BS64,resnet50,fp64,medium,64,22423.49801293599,23828.0,23831.755,1.062802734267936,1.0001575877119355,1.0626352760061681
random_2026-03,resnet50_fp64_slow_BS128,resnet50,fp64,slow,128,43592.29254754301,48869.0,48876.204,1.121212057078535,1.00014741451636,1.1210467985069164
random_2026-03,resnet50_fp64_slow_BS32,resnet50,fp64,slow,32,44146.79309580801,45548.0,45553.713,1.0318691303610361,1.0001254281197858,1.031739721187699
random_2026-03,resnet50_fp64_slow_BS64,resnet50,fp64,slow,64,44170.712141613,46953.0,46959.015,1.0631256034416559,1.0001281068302346,1.06298942723556
Clone1,mobilenet_v2_fp16_fast_BS1,mobilenet_v2,fp16,fast,1,2224.640238241991,2241.0,2243.609,1.008526664865596,1.0011642124051763,1.007353890969327
Clone1,mobilenet_v2_fp16_fast_BS128,mobilenet_v2,fp16,fast,128,1180.7618563249707,1227.0,1230.156,1.0418324350591446,1.0025721271393642,1.0391595844897479
Clone1,mobilenet_v2_fp16_fast_BS16,mobilenet_v2,fp16,fast,16,771.1947825889802,786.0,789.576,1.0238347273944362,1.0045496183206106,1.019197766563354
Clone1,mobilenet_v2_fp16_fast_BS32,mobilenet_v2,fp16,fast,32,1181.0717692020116,1207.0,1210.082,1.0245626316321057,1.0025534382767192,1.0219531373741213
Clone1,mobilenet_v2_fp16_fast_BS4,mobilenet_v2,fp16,fast,4,1032.5532906620065,1049.0,1051.866,1.018703837867401,1.0027321258341277,1.0159281942024019
Clone1,mobilenet_v2_fp16_fast_BS64,mobilenet_v2,fp16,fast,64,767.6889164060121,792.0,794.789,1.0353008660341987,1.0035214646464645,1.031667884053611
Clone1,mobilenet_v2_fp16_fast_BS8,mobilenet_v2,fp16,fast,8,820.7666502159555,834.0,837.619,1.0205324494844064,1.0043393285371702,1.0161231572707818
Clone1,mobilenet_v2_fp16_medium_BS1,mobilenet_v2,fp16,medium,1,2341.4596967949765,2357.0,2361.088,1.0083829344711297,1.0017344081459483,1.0066370150322448
Clone1,mobilenet_v2_fp16_medium_BS128,mobilenet_v2,fp16,medium,128,817.695353714982,851.0,853.87,1.04423976010218,1.0033725029377203,1.040729895472326
Clone1,mobilenet_v2_fp16_medium_BS16,mobilenet_v2,fp16,medium,16,858.5738837110111,876.0,879.919,1.024861129244613,1.0044737442922373,1.020296583229003
Clone1,mobilenet_v2_fp16_medium_BS32,mobilenet_v2,fp16,medium,32,879.5803304599831,902.0,905.24,1.0291726277309976,1.0035920177383593,1.025489052862622
Clone1,mobilenet_v2_fp16_medium_BS4,mobilenet_v2,fp16,medium,4,1057.3439304960193,1073.0,1076.101,1.0177397996649789,1.0028900279589936,1.0148069791223335
Clone1,mobilenet_v2_fp16_medium_BS64,mobilenet_v2,fp16,medium,64,799.6090682239737,822.0,825.388,1.032239418986686,1.0041216545012166,1.028002348479813
Clone1,mobilenet_v2_fp16_medium_BS8,mobilenet_v2,fp16,medium,8,942.8786673860159,961.0,963.864,1.0222566628558505,1.0029802289282,1.0192191564416477
Clone1,mobilenet_v2_fp16_slow_BS1,mobilenet_v2,fp16,slow,1,3283.271857654996,3302.0,3305.444,1.0067530631961863,1.0010430042398546,1.0057041095458907
Clone1,mobilenet_v2_fp16_slow_BS128,mobilenet_v2,fp16,slow,128,1185.5990715599619,1234.0,1236.628,1.04304062786832,1.002129659643436,1.0408240269422226
Clone1,mobilenet_v2_fp16_slow_BS16,mobilenet_v2,fp16,slow,16,1231.925184966065,1254.0,1257.494,1.0207551686952803,1.002786283891547,1.0179189575010945
Clone1,mobilenet_v2_fp16_slow_BS32,mobilenet_v2,fp16,slow,32,1207.0379835470812,1233.0,1236.198,1.0241583254631534,1.002593673965937,1.0215088645152866
Clone1,mobilenet_v2_fp16_slow_BS4,mobilenet_v2,fp16,slow,4,1570.410240134981,1591.0,1594.334,1.0152340829508109,1.002095537397863,1.0131110708137316
Clone1,mobilenet_v2_fp16_slow_BS64,mobilenet_v2,fp16,slow,64,1184.273245060991,1216.0,1219.316,1.029590092561117,1.0027269736842106,1.0267900630798892
Clone1,mobilenet_v2_fp16_slow_BS8,mobilenet_v2,fp16,slow,8,1286.0112365999958,1307.0,1310.137,1.0187601497664893,1.0024001530221882,1.0163208242686084
Clone1,mobilenet_v2_fp32_fast_BS1,mobilenet_v2,fp32,fast,1,2982.495977587998,3003.0,3005.942,1.0078612083933012,1.000979686979687,1.0068747862750125
Clone1,mobilenet_v2_fp32_fast_BS128,mobilenet_v2,fp32,fast,128,1358.714994440088,1437.0,1440.423,1.0601362359981779,1.0023820459290187,1.0576169438625886
Clone1,mobilenet_v2_fp32_fast_BS16,mobilenet_v2,fp32,fast,16,1374.9649984549906,1401.0,1403.994,1.0211125385574384,1.00213704496788,1.0189350285820107
Clone1,mobilenet_v2_fp32_fast_BS32,mobilenet_v2,fp32,fast,32,873.4742496190593,894.0,896.494,1.0263542404266413,1.0027897091722595,1.0234989759456474
Clone1,mobilenet_v2_fp32_fast_BS4,mobilenet_v2,fp32,fast,4,969.6843411930604,985.0,988.239,1.0191347410891576,1.0032883248730964,1.0157944788384392
Clone1,mobilenet_v2_fp32_fast_BS64,mobilenet_v2,fp32,fast,64,866.1381825660355,895.0,899.174,1.0381415091713102,1.0046636871508379,1.0333224166939021
Clone1,mobilenet_v2_fp32_fast_BS8,mobilenet_v2,fp32,fast,8,890.8302547120256,907.0,910.704,1.0223092392550126,1.0040837927232635,1.0181513203019823
Clone1,mobilenet_v2_fp32_medium_BS1,mobilenet_v2,fp32,medium,1,2129.8262979550054,2144.0,2148.632,1.0088296881595702,1.002160447761194,1.0066548629146912
Clone1,mobilenet_v2_fp32_medium_BS128,mobilenet_v2,fp32,medium,128,927.0271616579994,975.0,979.465,1.0565655899965378,1.0045794871794873,1.051749118392821
Clone1,mobilenet_v2_fp32_medium_BS16,mobilenet_v2,fp32,medium,16,1077.9172545450274,1099.0,1102.11,1.0224439727195793,1.0028298453139217,1.0195587790863143
Clone1,mobilenet_v2_fp32_medium_BS32,mobilenet_v2,fp32,medium,32,930.2984177909966,952.0,955.825,1.027439133208048,1.0040178571428573,1.023327549304592
Clone1,mobilenet_v2_fp32_medium_BS4,mobilenet_v2,fp32,medium,4,1191.7962552100653,1206.0,1209.011,1.014444368921851,1.0024966832504145,1.0119179303742913
Clone1,mobilenet_v2_fp32_medium_BS64,mobilenet_v2,fp32,medium,64,958.7537471359828,989.0,991.955,1.0346295938484693,1.0029878665318503,1.0315474676937322
Clone1,mobilenet_v2_fp32_medium_BS8,mobilenet_v2,fp32,medium,8,1038.6972719560144,1056.0,1058.609,1.0191699050162024,1.0024706439393938,1.016658104831066
Clone1,mobilenet_v2_fp32_slow_BS1,mobilenet_v2,fp32,slow,1,3019.0417784550227,3036.0,3039.983,1.0069363801767903,1.0013119235836627,1.0056170874036912
Clone1,mobilenet_v2_fp32_slow_BS128,mobilenet_v2,fp32,slow,128,1359.4883290710277,1428.0,1431.752,1.053155050605217,1.002627450980392,1.0503951887367713
Clone1,mobilenet_v2_fp32_slow_BS16,mobilenet_v2,fp32,slow,16,1424.9570204820484,1453.0,1456.495,1.0221325829934733,1.0024053682037164,1.0196798774383138
Clone1,mobilenet_v2_fp32_slow_BS32,mobilenet_v2,fp32,slow,32,1373.7763952609967,1405.0,1409.003,1.025642167721415,1.0028491103202846,1.0227283019614493
Clone1,mobilenet_v2_fp32_slow_BS4,mobilenet_v2,fp32,slow,4,1593.1848212319892,1613.0,1616.746,1.0147887291254705,1.0023223806571606,1.0124374639426252
Clone1,mobilenet_v2_fp32_slow_BS64,mobilenet_v2,fp32,slow,64,1379.8136684440542,1426.0,1429.292,1.035858705191506,1.0023085553997195,1.033472875803606
Clone1,mobilenet_v2_fp32_slow_BS8,mobilenet_v2,fp32,slow,8,1484.2698369220016,1504.0,1507.797,1.0158510012753394,1.0025246010638298,1.0132928410907507
Clone1,mobilenet_v2_fp64_fast_BS1,mobilenet_v2,fp64,fast,1,2974.6190394359874,2991.0,2993.24,1.0062599480192742,1.0007489134068872,1.0055069104133478
Clone1,mobilenet_v2_fp64_fast_BS128,mobilenet_v2,fp64,fast,128,2956.2599199859833,3274.0,3278.136,1.1088794925770744,1.0012632864996946,1.1074804275043324
Clone1,mobilenet_v2_fp64_fast_BS16,mobilenet_v2,fp64,fast,16,5523.531377759995,5612.0,5615.341,1.016621544436168,1.0005953314326443,1.0160166777717994
Clone1,mobilenet_v2_fp64_fast_BS32,mobilenet_v2,fp64,fast,32,5198.807351264055,5351.0,5354.759,1.0299975817911442,1.000702485516726,1.029274531340143
Clone1,mobilenet_v2_fp64_fast_BS4,mobilenet_v2,fp64,fast,4,3266.2418565319967,3290.0,3293.892,1.0084654305108198,1.0011829787234041,1.0072738469811997
Clone1,mobilenet_v2_fp64_fast_BS64,mobilenet_v2,fp64,fast,64,2938.5602582590654,3099.0,3102.522,1.0557966239692063,1.001136495643756,1.0545980778478186
Clone1,mobilenet_v2_fp64_fast_BS8,mobilenet_v2,fp64,fast,8,5912.943249020958,5969.0,5972.496,1.0100715918403076,1.0005856927458536,1.0094803465242665
Clone1,mobilenet_v2_fp64_medium_BS1,mobilenet_v2,fp64,medium,1,2984.3895296220435,3001.0,3003.101,1.0062697815389825,1.0007000999666777,1.005565784966435
Clone1,mobilenet_v2_fp64_medium_BS128,mobilenet_v2,fp64,medium,128,2994.084027298959,3311.0,3315.237,1.107262511597165,1.0012796738145575,1.1058473876522894
Clone1,mobilenet_v2_fp64_medium_BS16,mobilenet_v2,fp64,medium,16,2931.711140210042,2982.0,2985.554,1.018365676976655,1.0011918175720993,1.0171534156623476
Clone1,mobilenet_v2_fp64_medium_BS32,mobilenet_v2,fp64,medium,32,2883.696695302031,2963.0,2967.082,1.0289161148028556,1.0013776577792777,1.0275005706484894
Clone1,mobilenet_v2_fp64_medium_BS4,mobilenet_v2,fp64,medium,4,3542.44525328101,3567.0,3570.331,1.0078718920760066,1.0009338379590693,1.0069315811433492
Clone1,mobilenet_v2_fp64_medium_BS64,mobilenet_v2,fp64,medium,64,3009.800236006966,3172.0,3174.62,1.054761030988454,1.000825977301387,1.0538905413231747
Clone1,mobilenet_v2_fp64_medium_BS8,mobilenet_v2,fp64,medium,8,3145.7827031519846,3180.0,3184.034,1.012159548340605,1.0012685534591195,1.0108771965761432
Clone1,mobilenet_v2_fp64_slow_BS1,mobilenet_v2,fp64,slow,1,5680.378726802999,5703.0,5706.562,1.0046094238529297,1.0006245835525163,1.0039823529882368
Clone1,mobilenet_v2_fp64_slow_BS128,mobilenet_v2,fp64,slow,128,5880.672884127009,6490.0,6494.708,1.104415791861231,1.0007254237288135,1.1036152032053466
Clone1,mobilenet_v2_fp64_slow_BS16,mobilenet_v2,fp64,slow,16,5536.527576071036,5628.0,5631.2,1.0170996030685624,1.0005685856432125,1.0165216234674437
Clone1,mobilenet_v2_fp64_slow_BS32,mobilenet_v2,fp64,slow,32,5226.080480344011,5381.0,5384.174,1.030250877354568,1.00058985318714,1.0296435388315701
Clone1,mobilenet_v2_fp64_slow_BS4,mobilenet_v2,fp64,slow,4,6097.8241863610165,6136.0,6139.856,1.0068929198931311,1.0006284224250326,1.0062605631897967
Clone1,mobilenet_v2_fp64_slow_BS64,mobilenet_v2,fp64,slow,64,5531.0760522909695,5840.0,5844.469,1.0566603938810828,1.0007652397260274,1.055852413669321
Clone1,mobilenet_v2_fp64_slow_BS8,mobilenet_v2,fp64,slow,8,5890.718420160003,5947.0,5950.671,1.0101774648801443,1.000617286026568,1.0095542811293412
Clone1,resnet50_fp16_fast_BS1,resnet50,fp16,fast,1,3561.0779553460015,3584.0,3588.049,1.0075738428060832,1.0011297433035715,1.0064368275397024
Clone1,resnet50_fp16_fast_BS128,resnet50,fp16,fast,128,1401.1572306859998,1481.0,1484.014,1.0591345264467098,1.0020351114112085,1.0569834473715056
Clone1,resnet50_fp16_fast_BS16,resnet50,fp16,fast,16,933.6558403249364,954.0,957.09,1.0250993553115975,1.0032389937106918,1.021789784625546
Clone1,resnet50_fp16_fast_BS32,resnet50,fp16,fast,32,912.6985939949518,939.0,943.042,1.0332458121494774,1.0043045793397232,1.0288171869422138
Clone1,resnet50_fp16_fast_BS4,resnet50,fp16,fast,4,1621.447677535005,1643.0,1646.121,1.0152168477631696,1.0018995739500913,1.0132920246293484
Clone1,resnet50_fp16_fast_BS64,resnet50,fp16,fast,64,915.4829349640058,951.0,953.925,1.0419910230631504,1.0030757097791798,1.0387959880840276
Clone1,resnet50_fp16_fast_BS8,resnet50,fp16,fast,8,961.9187808550196,977.0,980.894,1.0197264254764982,1.003985670419652,1.015678266653215
Clone1,resnet50_fp16_medium_BS1,resnet50,fp16,medium,1,2600.0880792100215,2619.0,2622.216,1.0085104504600866,1.0012279495990837,1.007273569284516
Clone1,resnet50_fp16_medium_BS128,resnet50,fp16,medium,128,925.3573946229881,974.0,978.054,1.0569473002357987,1.0041622176591376,1.0525662902351691
Clone1,resnet50_fp16_medium_BS16,resnet50,fp16,medium,16,988.0605062299874,1008.0,1011.256,1.0234757827316836,1.0032301587301586,1.020180437983594
Clone1,resnet50_fp16_medium_BS32,resnet50,fp16,medium,32,963.9131433030125,990.0,993.175,1.0303573583369936,1.0032070707070706,1.0270634930939904
Clone1,resnet50_fp16_medium_BS4,resnet50,fp16,medium,4,1286.2513183989795,1304.0,1307.744,1.0167095506870094,1.0028711656441718,1.013798766498535
Clone1,resnet50_fp16_medium_BS64,resnet50,fp16,medium,64,949.6629814069893,988.0,991.209,1.0437481710948209,1.003247975708502,1.04036907760289
Clone1,resnet50_fp16_medium_BS8,resnet50,fp16,medium,8,1105.6327999270288,1124.0,1127.415,1.0197011160255094,1.003038256227758,1.016612387109159
Clone1,resnet50_fp16_slow_BS1,resnet50,fp16,slow,1,3695.639625620912,3723.0,3727.202,1.0085404361832995,1.0011286596830513,1.0074034205579478
Clone1,resnet50_fp16_slow_BS128,resnet50,fp16,slow,128,1399.8520910399966,1477.0,1480.014,1.0572645563578422,1.0020406228842247,1.055111471743195
Clone1,resnet50_fp16_slow_BS16,resnet50,fp16,slow,16,1493.1527476720512,1523.0,1525.812,1.021872680058264,1.0018463558765593,1.0199894166048873
Clone1,resnet50_fp16_slow_BS32,resnet50,fp16,slow,32,1416.8796251990134,1452.0,1455.141,1.0270039699354223,1.002163223140496,1.0247871267088435
Clone1,resnet50_fp16_slow_BS4,resnet50,fp16,slow,4,1765.1037722319888,1787.0,1790.75,1.014529586402493,1.0020984890878568,1.012405065420218
Clone1,resnet50_fp16_slow_BS64,resnet50,fp16,slow,64,1438.8962190379389,1490.0,1493.079,1.037655794938629,1.0020664429530202,1.035515960279769
Clone1,resnet50_fp16_slow_BS8,resnet50,fp16,slow,8,1631.1847543340118,1657.0,1660.173,1.0177712828598766,1.0019149064574533,1.015826070956952
Clone1,resnet50_fp32_fast_BS1,resnet50,fp32,fast,1,2075.145875361981,2096.0,2100.128,1.0120387317993544,1.0019694656488551,1.0100494740565558
Clone1,resnet50_fp32_fast_BS128,resnet50,fp32,fast,128,2105.3989877509885,2268.0,2272.166,1.0792092203042019,1.0018368606701942,1.0772304979697478
Clone1,resnet50_fp32_fast_BS16,resnet50,fp32,fast,16,2126.074476873968,2168.0,2170.685,1.0209825778030244,1.0012384686346862,1.0197196869545588
Clone1,resnet50_fp32_fast_BS32,resnet50,fp32,fast,32,2063.858362688974,2121.0,2124.208,1.029241171972866,1.0015124941065536,1.0276868017418486
Clone1,resnet50_fp32_fast_BS4,resnet50,fp32,fast,4,1497.4955926700495,1516.0,1519.261,1.014534538489788,1.002151055408971,1.0123569026984294
Clone1,resnet50_fp32_fast_BS64,resnet50,fp32,fast,64,1241.9184458379168,1298.0,1301.183,1.0477201658133821,1.0024522342064714,1.0451571955872232
Clone1,resnet50_fp32_fast_BS8,resnet50,fp32,fast,8,1385.8443978590076,1407.0,1409.975,1.0174122016716103,1.0021144278606964,1.01526549602082
Clone1,resnet50_fp32_medium_BS1,resnet50,fp32,medium,1,2199.854941382997,2220.0,2223.056,1.0105466311348772,1.0013765765765765,1.0091574486290167
Clone1,resnet50_fp32_medium_BS128,resnet50,fp32,medium,128,1298.9984191320837,1395.0,1399.136,1.0770883007962568,1.0029648745519713,1.0739043092385432
Clone1,resnet50_fp32_medium_BS16,resnet50,fp32,medium,16,1479.4572996569914,1507.0,1510.435,1.0209385565573206,1.0022793629727935,1.018616759232858
Clone1,resnet50_fp32_medium_BS32,resnet50,fp32,medium,32,1286.0872939289548,1322.0,1326.152,1.0311524001987835,1.00314069591528,1.0279240034798363
Clone1,resnet50_fp32_medium_BS4,resnet50,fp32,medium,4,1732.6922716699773,1751.0,1753.704,1.0121266359142767,1.0015442604226157,1.0105660587453176
Clone1,resnet50_fp32_medium_BS64,resnet50,fp32,medium,64,1309.9765901990468,1365.0,1367.934,1.044243088185375,1.0021494505494506,1.0420033535046551
Clone1,resnet50_fp32_medium_BS8,resnet50,fp32,medium,8,1521.676922211016,1549.0,1551.982,1.0199155795469055,1.0019251129761135,1.0179558994357902
Clone1,resnet50_fp32_slow_BS1,resnet50,fp32,slow,1,3238.6148691020207,3261.0,3265.407,1.0082727128667226,1.0013514259429623,1.0069119459406997
Clone1,resnet50_fp32_slow_BS128,resnet50,fp32,slow,128,2042.6559355070349,2201.0,2204.299,1.0791337697568932,1.0014988641526579,1.077518715580292
Clone1,resnet50_fp32_slow_BS16,resnet50,fp32,slow,16,2156.864747780026,2193.0,2196.216,1.018244654543349,1.0014664842681258,1.0167536013823615
Clone1,resnet50_fp32_slow_BS32,resnet50,fp32,slow,32,2083.7235249130754,2138.0,2141.847,1.0278940437116528,1.0017993451824136,1.0260478294927293
